,Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn
1670,1670,2671,no,2068.0,yes,yes,,143.0,1,1,0,,no,207.0
1671,1671,2672,no,332.0,yes,no,,772.0,1,1,0,,yes,344.0
1672,1672,2673,no,322.0,no,no,,198.0,1,1,0,,no,198.0
1673,1673,2674,no,274.0,yes,no,,21.0,3,1,0,,no,336.0
1674,1674,2675,no,3.0,yes,no,,929.0,3,1,0,,yes,365.0
1675,1675,2676,no,6.0,yes,no,,254.0,1,1,0,,no,340.0
1676,1676,2677,no,288.0,yes,no,,166.0,1,1,0,,no,106.0
1677,1677,2678,no,146.0,yes,no,,93.0,1,1,0,,no,258.0
1678,1678,2679,no,286.0,yes,no,,134.0,2,1,0,,no,226.0
1679,1679,2680,no,114.0,yes,yes,,375.0,2,1,0,,no,401.0
1680,1680,2681,no,190.0,yes,yes,,352.0,1,1,0,,no,312.0
1681,1681,2682,no,111.0,yes,no,,217.0,2,1,0,,no,189.0
1682,1682,2683,no,246.0,yes,no,,45.0,1,1,0,,no,331.0
1683,1683,2684,no,108.0,no,no,,93.0,1,1,0,,no,191.0
1684,1684,2685,no,187.0,yes,no,,165.0,1,1,0,,no,195.0
1685,1685,2686,no,457.0,yes,no,,266.0,1,1,0,,no,209.0
1686,1686,2687,no,131.0,yes,yes,,237.0,1,1,0,,no,118.0
1687,1687,2688,no,1825.0,yes,no,,164.0,1,1,0,,no,342.0
1688,1688,2689,no,307.0,yes,no,,538.0,1,1,0,,yes,376.0
1689,1689,2690,yes,198.0,yes,no,,72.0,2,1,0,,no,281.0
1690,1690,2691,no,739.0,yes,no,,171.0,1,1,0,,no,461.0
1691,1691,2692,no,759.0,yes,no,,710.0,1,1,0,,yes,415.0
1692,1692,2693,no,777.0,yes,no,,131.0,3,1,0,,no,169.0
1693,1693,2694,no,378.0,yes,no,,514.0,1,1,0,,no,159.0
1694,1694,2695,no,337.0,yes,no,,127.0,1,1,0,,no,346.0
1695,1695,2696,no,78.0,yes,no,,198.0,1,1,0,,no,288.0
1696,1696,2697,no,355.0,yes,no,,239.0,1,1,0,,no,109.0
1697,1697,2698,no,133.0,yes,no,,117.0,1,1,0,,no,404.0
1698,1698,2699,no,32.0,yes,no,,705.0,1,1,0,,no,323.0
1699,1699,2700,no,55.0,yes,yes,,155.0,1,1,0,,no,172.0
1700,1700,2701,no,417.0,yes,no,,18.0,1,1,0,,no,285.0
1701,1701,2702,no,153.0,yes,no,,386.0,1,1,0,,no,320.0
1702,1702,2703,no,794.0,no,no,,138.0,1,1,0,,no,455.0
1703,1703,2704,no,187.0,yes,no,,341.0,1,1,0,,no,348.0
1704,1704,2705,no,335.0,yes,no,,339.0,2,1,0,,no,216.0
1705,1705,2706,no,1407.0,yes,no,,232.0,1,1,0,,no,221.0
1706,1706,2707,no,116.0,yes,yes,,208.0,1,1,0,,no,240.0
1707,1707,2708,no,1842.0,yes,no,,124.0,2,1,0,,no,376.0
1708,1708,2709,no,329.0,yes,no,,44.0,1,1,0,,no,150.0
1709,1709,2710,no,428.0,yes,no,,75.0,1,1,0,,no,429.0
1710,1710,2711,no,181.0,yes,no,,485.0,1,1,0,,no,388.0
1711,1711,2712,no,2139.0,yes,no,,576.0,1,1,0,,no,156.0
1712,1712,2713,no,253.0,yes,yes,,280.0,1,1,0,,no,108.0
1713,1713,2714,no,133.0,yes,no,,480.0,2,1,0,,no,175.0
1714,1714,2715,no,785.0,yes,no,,86.0,2,1,0,,no,482.0
1715,1715,2716,no,45.0,yes,yes,,121.0,4,1,0,,no,478.0
1716,1716,2717,no,223.0,yes,no,,93.0,2,1,0,,no,472.0
1717,1717,2718,no,2831.0,yes,no,,211.0,3,1,0,,no,464.0
1718,1718,2719,no,2412.0,yes,no,,238.0,2,1,0,,no,276.0
1719,1719,2720,no,11.0,yes,no,,399.0,3,1,0,,no,217.0
1720,1720,2721,no,211.0,yes,no,,93.0,2,1,0,,no,114.0
1721,1721,2722,no,34.0,yes,no,,144.0,3,1,0,,no,182.0
1722,1722,2723,no,222.0,yes,no,,45.0,2,1,0,,no,331.0
1723,1723,2724,no,3285.0,yes,no,,98.0,1,1,0,,no,100.0
1724,1724,2725,no,67.0,yes,no,,128.0,1,1,0,,no,371.0
1725,1725,2726,no,670.0,yes,no,,106.0,1,1,0,,no,379.0
1726,1726,2727,no,0.0,yes,no,,121.0,1,1,0,,no,205.0
1727,1727,2728,no,96.0,yes,no,,123.0,1,1,0,,no,219.0
1728,1728,2729,no,3.0,yes,no,,92.0,2,1,0,,no,308.0
1729,1729,2730,no,123.0,yes,no,,278.0,1,1,0,,no,371.0
1730,1730,2731,no,443.0,yes,no,,219.0,1,1,0,,no,327.0
1731,1731,2732,no,406.0,yes,no,,2462.0,1,1,0,,no,291.0
1732,1732,2733,no,535.0,no,no,,249.0,3,1,0,,no,231.0
1733,1733,2734,no,302.0,yes,no,,210.0,1,1,0,,no,436.0
1734,1734,2735,yes,43.0,yes,no,,484.0,1,1,0,,no,253.0
1735,1735,2736,no,346.0,no,no,,187.0,1,1,0,,no,491.0
1736,1736,2737,no,271.0,yes,no,,172.0,1,1,0,,no,477.0
1737,1737,2738,no,55.0,yes,no,,79.0,4,1,0,,no,226.0
1738,1738,2739,no,375.0,yes,no,,207.0,1,1,0,,no,459.0
1739,1739,2740,no,2.0,yes,no,,136.0,2,1,0,,no,183.0
1740,1740,2741,no,680.0,yes,no,,117.0,2,1,0,,no,487.0
1741,1741,2742,no,0.0,no,no,,393.0,1,1,0,,no,196.0
1742,1742,2743,no,217.0,yes,no,,107.0,1,1,0,,no,329.0
1743,1743,2744,no,160.0,yes,no,,25.0,1,1,0,,no,308.0
1744,1744,2745,no,118.0,yes,no,,132.0,3,1,0,,no,141.0
1745,1745,2746,no,1.0,yes,no,,136.0,1,1,0,,no,131.0
1746,1746,2747,no,453.0,yes,no,,384.0,2,1,0,,no,421.0
1747,1747,2748,no,169.0,yes,no,,38.0,1,1,0,,no,310.0
1748,1748,2749,no,787.0,yes,no,,164.0,1,1,0,,no,397.0
1749,1749,2750,no,78.0,yes,no,,825.0,1,1,0,,no,106.0
1750,1750,2751,no,2269.0,yes,no,,331.0,1,1,0,,no,255.0
1751,1751,2752,no,213.0,yes,no,,479.0,2,1,0,,no,263.0
1752,1752,2753,no,164.0,yes,no,,229.0,2,1,0,,no,409.0
1753,1753,2754,no,934.0,no,no,,258.0,2,1,0,,no,446.0
1754,1754,2755,no,4.0,yes,yes,,490.0,1,1,0,,no,183.0
1755,1755,2756,no,354.0,yes,no,,308.0,1,1,0,,no,126.0
1756,1756,2757,no,23.0,yes,no,,137.0,1,1,0,,no,203.0
1757,1757,2758,no,318.0,yes,no,,545.0,2,1,0,,no,110.0
1758,1758,2759,yes,305.0,no,yes,,109.0,1,1,0,,no,442.0
1759,1759,2760,no,616.0,yes,no,,168.0,2,1,0,,no,474.0
1760,1760,2761,no,2590.0,yes,no,,257.0,6,1,0,,no,225.0
1761,1761,2762,no,1868.0,yes,no,,213.0,2,1,0,,no,302.0
1762,1762,2763,no,578.0,no,no,,115.0,1,1,0,,no,291.0
1763,1763,2764,no,227.0,yes,yes,,646.0,1,1,0,,no,281.0
1764,1764,2765,no,1981.0,yes,no,,106.0,1,1,0,,no,128.0
1765,1765,2766,no,404.0,yes,no,,95.0,2,1,0,,no,140.0
1766,1766,2767,no,65.0,yes,no,,205.0,1,1,0,,no,403.0
1767,1767,2768,yes,1.0,yes,no,,653.0,1,1,0,,yes,337.0
1768,1768,2769,no,68.0,yes,no,,122.0,1,1,0,,no,219.0
1769,1769,2770,no,0.0,yes,no,,377.0,1,1,0,,no,274.0
1770,1770,2771,no,229.0,yes,no,,322.0,1,1,0,,no,168.0
1771,1771,2772,no,1656.0,yes,no,,208.0,3,1,0,,no,400.0
1772,1772,2773,no,1342.0,yes,yes,,46.0,2,1,0,,no,246.0
1773,1773,2774,no,331.0,yes,no,,211.0,2,1,0,,no,408.0
1774,1774,2775,no,238.0,yes,yes,,156.0,2,1,0,,no,494.0
1775,1775,2776,no,202.0,yes,no,,178.0,2,1,0,,no,286.0
1776,1776,2777,no,318.0,yes,no,,133.0,2,1,0,,no,206.0
1777,1777,2778,yes,1124.0,yes,yes,,206.0,2,1,0,,no,431.0
1778,1778,2779,no,662.0,yes,no,,544.0,1,1,0,,no,493.0
1779,1779,2780,no,1790.0,yes,yes,,143.0,1,1,0,,no,220.0
1780,1780,2781,no,198.0,yes,no,,471.0,2,1,0,,no,466.0
1781,1781,2782,no,726.0,yes,no,,200.0,3,1,0,,no,110.0
1782,1782,2783,no,183.0,yes,no,,324.0,2,1,0,,no,335.0
1783,1783,2784,no,149.0,yes,no,,71.0,1,1,0,,no,419.0
1784,1784,2785,no,91.0,yes,no,,164.0,5,1,0,,no,264.0
1785,1785,2786,no,9.0,yes,no,,137.0,3,1,0,,no,167.0
1786,1786,2787,no,134.0,yes,no,,91.0,2,1,0,,no,257.0
1787,1787,2788,no,0.0,no,no,,280.0,1,1,0,,no,435.0
1788,1788,2789,no,6259.0,yes,no,,230.0,2,1,0,,no,121.0
1789,1789,2790,no,27.0,no,yes,,63.0,1,1,0,,no,211.0
1790,1790,2791,no,383.0,yes,no,,135.0,1,1,0,,no,389.0
1791,1791,2792,no,1108.0,yes,yes,,261.0,1,1,0,,no,242.0
1792,1792,2793,no,117.0,yes,no,,215.0,2,1,0,,no,319.0
1793,1793,2794,no,108.0,yes,no,,200.0,4,1,0,,no,350.0
1794,1794,2795,no,479.0,yes,no,,391.0,2,1,0,,no,481.0
1795,1795,2796,no,65.0,yes,no,,1028.0,2,1,0,,yes,250.0
1796,1796,2797,no,234.0,no,no,,107.0,3,1,0,,no,252.0
1797,1797,2798,no,53.0,yes,no,,108.0,2,1,0,,no,241.0
1798,1798,2799,no,131.0,yes,yes,,145.0,2,1,0,,no,182.0
1799,1799,2800,no,39.0,yes,yes,,142.0,2,1,0,,no,412.0
1800,1800,2801,no,139.0,yes,no,,106.0,1,1,0,,no,290.0
1801,1801,2802,no,262.0,yes,no,,134.0,1,2,0,,no,435.0
1802,1802,2803,no,160.0,yes,no,,190.0,1,1,0,,no,124.0
1803,1803,2804,no,186.0,yes,yes,,241.0,1,1,0,,no,261.0
1804,1804,2805,no,79.0,no,no,,180.0,1,1,0,,no,134.0
1805,1805,2806,no,1113.0,yes,no,,237.0,1,1,0,,no,295.0
1806,1806,2807,no,82.0,yes,no,,654.0,1,1,0,,yes,106.0
1807,1807,2808,no,321.0,yes,no,,189.0,1,1,0,,no,293.0
1808,1808,2809,no,1326.0,yes,no,,70.0,1,1,0,,no,486.0
1809,1809,2810,no,2257.0,yes,no,,62.0,1,1,0,,no,337.0
1810,1810,2811,no,1373.0,no,no,,1087.0,2,1,0,,no,223.0
1811,1811,2812,no,304.0,yes,yes,,323.0,1,1,0,,no,258.0
1812,1812,2813,no,659.0,yes,no,,111.0,2,1,0,,no,492.0
1813,1813,2814,no,491.0,yes,no,,197.0,4,1,0,,no,456.0
1814,1814,2815,yes,101.0,yes,no,,224.0,3,1,0,,no,140.0
1815,1815,2816,no,33.0,yes,no,,557.0,1,1,0,,no,102.0
1816,1816,2817,no,291.0,yes,no,,150.0,2,1,0,,no,115.0
1817,1817,2818,no,218.0,yes,no,,388.0,2,1,0,,no,196.0
1818,1818,2819,no,102.0,yes,no,,89.0,1,1,0,,no,190.0
1819,1819,2820,no,88.0,yes,no,,57.0,2,1,0,,no,219.0
1820,1820,2821,no,94.0,yes,no,,209.0,3,1,0,,no,474.0
1821,1821,2822,no,665.0,yes,yes,,188.0,1,1,0,,no,217.0
1822,1822,2823,yes,331.0,yes,yes,,342.0,1,1,0,,no,223.0
1823,1823,2824,no,550.0,yes,no,,84.0,1,1,0,,no,443.0
1824,1824,2825,no,151.0,yes,no,,97.0,1,1,0,,no,440.0
1825,1825,2826,no,5406.0,no,no,,530.0,2,1,0,,no,115.0
1826,1826,2827,no,269.0,yes,no,,365.0,1,1,0,,no,290.0
1827,1827,2828,no,2457.0,yes,no,,285.0,1,1,0,,no,468.0
1828,1828,2829,no,45.0,yes,no,,352.0,1,1,0,,no,401.0
1829,1829,2830,no,610.0,yes,no,,316.0,3,1,0,,no,149.0
1830,1830,2831,no,133.0,yes,no,,126.0,2,1,0,,no,335.0
1831,1831,2832,no,66.0,yes,no,,76.0,2,1,0,,no,427.0
1832,1832,2833,no,10.0,yes,no,,1692.0,2,1,0,,yes,304.0
1833,1833,2834,no,350.0,no,no,,24.0,1,1,0,,no,274.0
1834,1834,2835,no,546.0,yes,yes,,253.0,1,1,0,,no,213.0
1835,1835,2836,no,360.0,yes,no,,73.0,1,1,0,,no,143.0
1836,1836,2837,no,6.0,no,no,,622.0,1,1,0,,no,234.0
1837,1837,2838,no,0.0,yes,no,,133.0,1,1,0,,no,248.0
1838,1838,2839,no,22.0,yes,yes,,178.0,1,2,0,,no,477.0
1839,1839,2840,no,57.0,yes,no,,404.0,2,1,0,,no,293.0
1840,1840,2841,no,1349.0,yes,no,,275.0,1,1,0,,no,405.0
1841,1841,2842,no,708.0,no,no,,109.0,1,1,0,,no,233.0
1842,1842,2843,no,1329.0,yes,yes,,134.0,1,1,0,,no,165.0
1843,1843,2844,no,7459.0,yes,no,,407.0,2,1,0,,no,467.0
1844,1844,2845,no,47.0,yes,no,,225.0,1,1,0,,no,122.0
1845,1845,2846,no,516.0,yes,no,,86.0,2,1,0,,no,127.0
1846,1846,2847,no,0.0,yes,no,,20.0,1,1,0,,no,269.0
1847,1847,2848,no,433.0,yes,no,,247.0,1,1,0,,no,235.0
1848,1848,2849,yes,9.0,yes,no,,129.0,3,1,0,,no,216.0
1849,1849,2850,no,6.0,yes,no,,324.0,1,1,0,,no,478.0
1850,1850,2851,no,197.0,yes,no,,2016.0,2,1,0,,yes,264.0
1851,1851,2852,no,184.0,yes,no,,1054.0,2,1,0,,no,247.0
1852,1852,2853,no,336.0,yes,no,,256.0,5,1,0,,no,138.0
1853,1853,2854,no,36.0,yes,no,,163.0,2,1,0,,no,251.0
1854,1854,2855,no,277.0,yes,no,,251.0,2,1,0,,no,424.0
1855,1855,2856,no,452.0,yes,no,,113.0,4,1,0,,no,121.0
1856,1856,2857,no,135.0,yes,no,,193.0,2,1,0,,no,111.0
1857,1857,2858,no,7.0,yes,yes,,125.0,3,1,0,,no,386.0
1858,1858,2859,no,442.0,yes,yes,,344.0,2,1,0,,no,237.0
1859,1859,2860,no,590.0,yes,no,,282.0,2,1,0,,no,465.0
1860,1860,2861,no,447.0,yes,no,,1170.0,1,1,0,,no,305.0
1861,1861,2862,no,49.0,yes,no,,408.0,2,1,0,,no,296.0
1862,1862,2863,no,1118.0,yes,yes,,128.0,2,1,0,,no,381.0
1863,1863,2864,no,390.0,yes,no,,665.0,2,1,0,,yes,259.0
1864,1864,2865,no,125.0,yes,no,,67.0,3,1,0,,no,127.0
1865,1865,2866,no,97.0,yes,yes,,167.0,4,1,0,,no,376.0
1866,1866,2867,no,18.0,no,no,,395.0,1,1,0,,no,246.0
1867,1867,2868,no,131.0,yes,no,,137.0,2,1,0,,no,219.0
1868,1868,2869,no,527.0,yes,no,,118.0,1,1,0,,no,376.0
1869,1869,2870,no,1129.0,yes,no,,231.0,2,1,0,,no,335.0
1870,1870,2871,no,266.0,yes,no,,128.0,1,1,0,,no,474.0
1871,1871,2872,no,687.0,yes,no,,174.0,1,1,0,,no,350.0
1872,1872,2873,no,1726.0,yes,yes,,195.0,1,1,0,,no,337.0
1873,1873,2874,no,388.0,yes,no,,412.0,1,1,0,,no,171.0
1874,1874,2875,no,92.0,yes,no,,127.0,1,1,0,,no,129.0
1875,1875,2876,no,11.0,yes,no,,13.0,1,1,0,,no,345.0
1876,1876,2877,no,1510.0,yes,no,,61.0,1,1,0,,no,472.0
1877,1877,2878,no,171.0,yes,no,,286.0,5,1,0,,no,347.0
1878,1878,2879,no,420.0,yes,no,,76.0,1,1,0,,no,382.0
1879,1879,2880,no,513.0,yes,no,,53.0,4,1,0,,no,349.0
1880,1880,2881,no,137.0,yes,no,,274.0,2,1,0,,no,239.0
1881,1881,2882,no,21.0,yes,no,,409.0,3,1,0,,no,208.0
1882,1882,2883,no,312.0,yes,no,,232.0,1,1,0,,no,330.0
1883,1883,2884,no,208.0,yes,yes,,325.0,1,1,0,,no,330.0
1884,1884,2885,no,2.0,no,no,,144.0,2,1,0,,no,121.0
1885,1885,2886,no,1033.0,yes,no,,1713.0,1,1,0,,no,307.0
1886,1886,2887,no,855.0,yes,no,,241.0,2,1,0,,no,408.0
1887,1887,2888,no,781.0,yes,no,,103.0,2,1,0,,no,369.0
1888,1888,2889,no,542.0,yes,no,,338.0,3,1,0,,no,272.0
1889,1889,2890,no,175.0,yes,no,,182.0,1,1,0,,no,306.0
1890,1890,2891,no,79.0,yes,yes,,346.0,3,1,0,,no,455.0
1891,1891,2892,no,3.0,yes,no,,204.0,2,1,0,,no,487.0
1892,1892,2893,no,4471.0,yes,no,,296.0,2,1,0,,no,331.0
1893,1893,2894,no,2313.0,yes,no,,551.0,2,1,0,,no,220.0
1894,1894,2895,no,139.0,yes,no,,663.0,3,1,0,,no,120.0
1895,1895,2896,no,300.0,yes,no,,338.0,4,1,0,,no,311.0
1896,1896,2897,yes,3313.0,yes,yes,,153.0,1,1,0,,no,161.0
1897,1897,2898,no,352.0,yes,no,,188.0,2,1,0,,no,390.0
1898,1898,2899,no,105.0,yes,yes,,305.0,2,1,0,,no,216.0
1899,1899,2900,no,164.0,yes,no,,1080.0,5,1,0,,no,244.0
1900,1900,2901,no,202.0,yes,no,,1461.0,2,1,0,,no,411.0
1901,1901,2902,no,256.0,yes,no,,116.0,1,1,0,,no,211.0
1902,1902,2903,no,1261.0,yes,no,,129.0,2,1,0,,no,382.0
1903,1903,2904,no,503.0,yes,no,,98.0,3,1,0,,no,140.0
1904,1904,2905,no,790.0,no,no,,262.0,1,1,0,,no,333.0
1905,1905,2906,no,0.0,yes,no,,147.0,7,1,0,,no,383.0
1906,1906,2907,no,638.0,yes,no,,150.0,1,1,0,,no,474.0
1907,1907,2908,no,47.0,yes,no,,282.0,2,1,0,,no,215.0
1908,1908,2909,no,242.0,yes,no,,332.0,2,1,0,,no,316.0
1909,1909,2910,no,469.0,yes,no,,88.0,4,1,0,,no,218.0
1910,1910,2911,no,271.0,yes,yes,,94.0,1,1,0,,no,123.0
1911,1911,2912,no,948.0,yes,no,,455.0,1,1,0,,no,237.0
1912,1912,2913,no,356.0,no,yes,,49.0,1,1,0,,no,352.0
1913,1913,2914,no,336.0,yes,no,,181.0,1,1,0,,no,487.0
1914,1914,2915,no,61.0,yes,no,,345.0,9,1,0,,no,439.0
1915,1915,2916,no,359.0,yes,no,,154.0,3,1,0,,no,147.0
1916,1916,2917,no,105.0,yes,no,,294.0,2,1,0,,no,332.0
1917,1917,2918,no,6809.0,yes,no,,750.0,7,1,0,,no,216.0
1918,1918,2919,no,59.0,yes,yes,,202.0,2,1,0,,no,243.0
1919,1919,2920,no,0.0,no,yes,,81.0,6,1,0,,no,416.0
1920,1920,2921,no,0.0,yes,no,,214.0,2,1,0,,no,365.0
1921,1921,2922,no,216.0,yes,no,,128.0,1,1,0,,no,390.0
1922,1922,2923,no,2530.0,yes,no,,70.0,1,1,0,,no,268.0
1923,1923,2924,no,356.0,yes,no,,106.0,1,1,0,,no,139.0
1924,1924,2925,yes,228.0,yes,no,,279.0,1,1,0,,no,314.0
1925,1925,2926,no,198.0,yes,no,,400.0,2,1,0,,no,197.0
1926,1926,2927,no,510.0,yes,no,,231.0,2,1,0,,no,335.0
1927,1927,2928,no,223.0,yes,no,,175.0,2,1,0,,no,330.0
1928,1928,2929,no,4.0,yes,no,,179.0,2,1,0,,no,450.0
1929,1929,2930,no,338.0,yes,no,,107.0,4,1,0,,no,496.0
1930,1930,2931,no,0.0,yes,no,,94.0,3,1,0,,no,377.0
1931,1931,2932,no,328.0,yes,no,,142.0,2,1,0,,no,235.0
1932,1932,2933,no,255.0,yes,no,,119.0,2,1,0,,no,320.0
1933,1933,2934,no,304.0,no,no,,180.0,3,1,0,,no,449.0
1934,1934,2935,no,256.0,yes,yes,,136.0,2,1,0,,no,433.0
1935,1935,2936,no,683.0,yes,no,,44.0,3,1,0,,no,171.0
1936,1936,2937,no,84.0,yes,no,,229.0,5,1,0,,no,153.0
1937,1937,2938,no,608.0,yes,no,,184.0,2,1,0,,no,229.0
1938,1938,2939,no,230.0,no,no,,73.0,4,1,0,,no,119.0
1939,1939,2940,no,12.0,yes,no,,330.0,4,1,0,,no,330.0
1940,1940,2941,no,881.0,yes,no,,126.0,2,1,0,,no,203.0
1941,1941,2942,no,77.0,yes,no,,83.0,4,1,0,,no,386.0
1942,1942,2943,no,510.0,yes,no,,25.0,6,1,0,,no,481.0
1943,1943,2944,no,1555.0,yes,no,,26.0,2,1,0,,no,127.0
1944,1944,2945,yes,68.0,yes,no,,169.0,2,1,0,,no,101.0
1945,1945,2946,no,43.0,yes,no,,179.0,2,1,0,,no,158.0
1946,1946,2947,no,244.0,yes,no,,280.0,1,1,0,,no,429.0
1947,1947,2948,no,1376.0,no,yes,,61.0,4,1,0,,no,119.0
1948,1948,2949,no,392.0,yes,no,,124.0,2,1,0,,no,259.0
1949,1949,2950,no,396.0,yes,no,,89.0,2,1,0,,no,481.0
1950,1950,2951,no,89.0,yes,no,,210.0,3,1,0,,no,490.0
1951,1951,2952,no,10.0,yes,no,,393.0,2,1,0,,no,259.0
1952,1952,2953,no,150.0,yes,no,,1178.0,4,1,0,,no,268.0
1953,1953,2954,no,1387.0,yes,yes,,161.0,2,1,0,,no,395.0
1954,1954,2955,no,253.0,yes,no,,515.0,4,1,0,,no,465.0
1955,1955,2956,no,853.0,yes,no,,177.0,2,1,0,,no,446.0
1956,1956,2957,no,91.0,yes,no,,178.0,2,1,0,,no,284.0
1957,1957,2958,no,348.0,yes,no,,185.0,2,1,0,,no,498.0
1958,1958,2959,no,43.0,yes,no,,218.0,2,1,0,,no,371.0
1959,1959,2960,no,178.0,yes,no,,191.0,2,1,0,,no,415.0
1960,1960,2961,no,2137.0,no,no,,245.0,4,1,0,,no,299.0
1961,1961,2962,no,1160.0,yes,no,,255.0,2,1,0,,no,339.0
1962,1962,2963,no,3986.0,yes,no,,488.0,2,1,0,,no,375.0
1963,1963,2964,no,126.0,yes,no,,211.0,2,1,0,,no,405.0
1964,1964,2965,no,6411.0,yes,yes,,226.0,2,1,0,,no,112.0
1965,1965,2966,no,655.0,yes,no,,179.0,2,1,0,,no,317.0
1966,1966,2967,no,2378.0,yes,no,,460.0,2,1,0,,no,489.0
1967,1967,2968,no,15.0,yes,yes,,432.0,2,1,0,,no,409.0
1968,1968,2969,no,96.0,yes,no,,176.0,2,1,0,,no,138.0
1969,1969,2970,no,191.0,yes,no,,162.0,2,1,0,,no,479.0
1970,1970,2971,no,391.0,yes,no,,192.0,2,1,0,,no,228.0
1971,1971,2972,no,31.0,yes,no,,237.0,3,1,0,,no,164.0
1972,1972,2973,no,73.0,no,no,,134.0,3,1,0,,no,489.0
1973,1973,2974,no,0.0,no,no,,44.0,2,1,0,,no,116.0
1974,1974,2975,no,156.0,yes,no,,47.0,5,1,0,,no,186.0
1975,1975,2976,no,231.0,yes,no,,752.0,3,1,0,,no,244.0
1976,1976,2977,no,83.0,yes,no,,116.0,3,1,0,,no,377.0
1977,1977,2978,no,138.0,no,no,,182.0,3,1,0,,no,199.0
1978,1978,2979,no,221.0,yes,no,,122.0,2,1,0,,no,311.0
1979,1979,2980,no,3284.0,yes,no,,51.0,3,1,0,,no,361.0
1980,1980,2981,no,4190.0,no,no,,260.0,4,1,0,,no,370.0
1981,1981,2982,no,5694.0,yes,no,,214.0,2,1,0,,no,385.0
1982,1982,2983,no,297.0,yes,no,,407.0,4,1,0,,no,454.0
1983,1983,2984,no,89.0,yes,no,,389.0,2,1,0,,no,428.0
1984,1984,2985,no,244.0,yes,no,,31.0,3,1,0,,no,210.0
1985,1985,2986,no,152.0,yes,no,,115.0,2,1,0,,no,261.0
1986,1986,2987,no,1696.0,yes,no,,878.0,3,1,0,,no,235.0
1987,1987,2988,no,714.0,no,no,,277.0,3,1,0,,no,464.0
1988,1988,2989,no,315.0,yes,no,,117.0,2,1,0,,no,154.0
1989,1989,2990,no,312.0,yes,no,,262.0,2,1,0,,no,239.0
1990,1990,2991,no,913.0,yes,no,,244.0,4,1,0,,no,248.0
1991,1991,2992,no,407.0,yes,no,,119.0,2,1,0,,no,257.0
1992,1992,2993,no,338.0,yes,no,,162.0,2,1,0,,no,496.0
1993,1993,2994,yes,435.0,yes,yes,,185.0,2,1,0,,no,162.0
1994,1994,2995,no,769.0,yes,no,,317.0,2,1,0,,no,452.0
1995,1995,2996,no,120.0,yes,yes,,214.0,3,1,0,,no,221.0
1996,1996,2997,no,0.0,no,no,,71.0,3,1,0,,no,475.0
1997,1997,2998,no,9569.0,yes,no,,43.0,2,1,0,,no,441.0
1998,1998,2999,no,351.0,yes,no,,298.0,2,1,0,,no,281.0
1999,1999,3000,no,2.0,yes,no,,167.0,1,1,0,,no,431.0
2000,2000,3001,no,226.0,yes,no,,86.0,4,1,0,,no,327.0
2001,2001,3002,no,95.0,yes,no,,255.0,2,1,0,,no,370.0
2002,2002,3003,no,123.0,yes,no,,83.0,3,1,0,,no,391.0
2003,2003,3004,no,15.0,yes,no,,257.0,1,1,0,,no,463.0
2004,2004,3005,no,375.0,yes,no,,194.0,3,1,0,,no,449.0
2005,2005,3006,no,1190.0,yes,no,,268.0,3,1,0,,no,407.0
2006,2006,3007,no,487.0,yes,yes,,176.0,2,1,0,,no,302.0
2007,2007,3008,no,123.0,yes,no,,97.0,1,1,0,,no,482.0
2008,2008,3009,no,2272.0,yes,no,,263.0,5,1,0,,no,296.0
2009,2009,3010,no,133.0,yes,yes,,338.0,4,1,0,,no,206.0
2010,2010,3011,no,447.0,yes,no,,180.0,2,1,0,,no,301.0
2011,2011,3012,no,864.0,yes,no,,322.0,5,1,0,,no,438.0
2012,2012,3013,no,8.0,no,no,,64.0,4,1,0,,no,438.0
2013,2013,3014,no,107.0,yes,no,,71.0,4,1,0,,no,341.0
2014,2014,3015,no,620.0,no,no,,166.0,3,1,0,,no,139.0
2015,2015,3016,no,42.0,yes,no,,210.0,3,1,0,,no,332.0
2016,2016,3017,no,120.0,yes,no,,77.0,2,1,0,,no,316.0
2017,2017,3018,no,493.0,yes,no,,328.0,7,1,0,,no,478.0
2018,2018,3019,no,296.0,yes,no,,164.0,8,1,0,,no,468.0
2019,2019,3020,no,6248.0,yes,no,,154.0,2,1,0,,no,452.0
2020,2020,3021,no,484.0,no,no,,84.0,4,1,0,,no,154.0
2021,2021,3022,no,12.0,yes,no,,153.0,4,1,0,,no,430.0
2022,2022,3023,no,154.0,no,no,,155.0,3,1,0,,no,382.0
2023,2023,3024,no,606.0,yes,no,,111.0,2,1,0,,no,164.0
2024,2024,3025,no,560.0,yes,no,,91.0,3,1,0,,no,448.0
2025,2025,3026,no,564.0,yes,no,,257.0,3,1,0,,no,261.0
2026,2026,3027,no,771.0,yes,no,,213.0,4,1,0,,no,191.0
2027,2027,3028,no,0.0,yes,yes,,173.0,2,1,0,,no,199.0
2028,2028,3029,no,757.0,yes,no,,315.0,4,1,0,,no,157.0
2029,2029,3030,no,333.0,yes,no,,190.0,3,1,0,,no,279.0
2030,2030,3031,no,418.0,yes,no,,102.0,3,1,0,,no,246.0
2031,2031,3032,no,256.0,no,yes,,35.0,3,1,0,,no,362.0
2032,2032,3033,no,494.0,yes,no,,83.0,3,1,0,,no,249.0
2033,2033,3034,no,85.0,yes,no,,834.0,9,1,0,,no,414.0
